ID,region,tenure,age,marital,address,income,ed,retire,gender,voice,internet,forward,custcat,churn,CLV
766,Zone 2,14,40,Unmarried,13,398,Post-undergraduate degree,No,Female,Yes,Yes,Yes,Total service,Yes,252.85522223239025
767,Zone 3,60,48,Married,22,106,Some college,No,Female,Yes,No,Yes,Total service,No,307.6493923930976
768,Zone 2,30,74,Married,12,10,Did not complete high school,Yes,Female,No,No,Yes,Plus service,No,310.01280556029326
769,Zone 1,40,42,Married,16,108,Some college,No,Male,No,Yes,No,E-service,Yes,298.1560204686809
770,Zone 2,42,50,Married,17,85,High school degree,No,Female,No,No,No,Basic service,No,295.34953219149514
771,Zone 1,20,34,Unmarried,14,51,Some college,No,Female,No,Yes,No,E-service,Yes,266.8781668137062
772,Zone 1,4,22,Married,1,22,High school degree,No,Female,No,No,Yes,Plus service,No,264.1734304506884
773,Zone 2,44,49,Married,2,66,High school degree,No,Female,Yes,No,Yes,Total service,No,292.0574664755663
774,Zone 3,49,63,Unmarried,18,10,High school degree,Yes,Male,No,No,Yes,Plus service,No,307.7168651062399
775,Zone 3,5,36,Married,2,34,Did not complete high school,No,Female,No,No,Yes,Plus service,Yes,289.0275667514801
776,Zone 3,70,50,Married,29,67,Did not complete high school,No,Male,No,No,No,E-service,No,311.2777195012477
777,Zone 1,30,57,Married,16,19,Did not complete high school,No,Male,No,No,No,Basic service,Yes,301.3108822474975
778,Zone 2,28,48,Unmarried,20,128,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,264.46847539829184
779,Zone 1,5,28,Married,3,39,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service,No,204.75354923099218
780,Zone 2,27,35,Unmarried,12,56,Did not complete high school,No,Female,Yes,No,Yes,Total service,No,277.1401594620169
781,Zone 2,17,39,Unmarried,12,45,College degree,No,Female,No,No,No,Basic service,Yes,232.39386405090312
782,Zone 1,4,37,Married,8,25,Did not complete high school,No,Female,No,No,No,Basic service,No,270.0905265684215
783,Zone 1,30,23,Married,0,24,High school degree,No,Female,No,Yes,No,Plus service,No,229.62938207094808
784,Zone 3,71,40,Married,19,53,College degree,No,Female,No,Yes,Yes,Total service,No,289.2947641767572
785,Zone 3,67,77,Unmarried,55,49,Did not complete high school,Yes,Female,No,No,No,Basic service,No,311.64581206184135
786,Zone 3,24,48,Married,3,38,Did not complete high school,No,Female,No,No,No,Basic service,No,279.1517666703438
787,Zone 1,24,54,Married,7,84,Some college,No,Female,No,Yes,No,Basic service,Yes,256.00737390427105
788,Zone 2,59,54,Unmarried,32,126,Did not complete high school,No,Female,No,No,Yes,Plus service,No,309.51968636185717
789,Zone 3,59,32,Unmarried,9,73,College degree,No,Male,No,No,No,E-service,Yes,281.8349876288623
790,Zone 3,44,37,Married,1,41,College degree,No,Female,Yes,Yes,No,E-service,No,227.13647450906285
791,Zone 1,19,31,Married,0,22,College degree,No,Male,No,No,No,E-service,Yes,278.8014061691661
792,Zone 2,58,46,Married,23,23,Did not complete high school,No,Female,No,Yes,No,Basic service,No,272.8282032313272
793,Zone 1,41,53,Married,22,94,High school degree,No,Male,No,No,No,E-service,No,310.7999140354712
794,Zone 2,16,33,Unmarried,1,30,Some college,No,Male,Yes,No,Yes,Plus service,Yes,227.79535988482291
795,Zone 3,13,36,Unmarried,11,31,High school degree,No,Male,No,No,No,Basic service,Yes,254.23226403954575
796,Zone 1,60,53,Unmarried,22,171,Did not complete high school,No,Female,No,No,Yes,Plus service,No,307.7411895812187
797,Zone 2,72,49,Married,23,102,Did not complete high school,No,Female,No,No,No,E-service,No,310.3453950099014
798,Zone 2,33,39,Unmarried,17,27,College degree,No,Female,Yes,Yes,No,Total service,No,244.0552683887571
799,Zone 2,72,45,Married,25,98,College degree,No,Female,Yes,No,Yes,Total service,No,303.4892315351039
800,Zone 1,66,54,Married,8,591,College degree,No,Female,Yes,No,Yes,Total service,No,307.3089433088072
801,Zone 3,53,37,Married,7,25,Did not complete high school,No,Female,No,No,Yes,Plus service,No,295.2543020671799
802,Zone 2,22,28,Married,0,36,College degree,No,Male,No,Yes,Yes,Total service,No,222.30285213256153
803,Zone 2,14,26,Married,1,25,High school degree,No,Female,No,No,Yes,Plus service,No,266.04735059781217
804,Zone 1,52,49,Unmarried,18,69,High school degree,No,Female,No,No,Yes,Plus service,No,302.193977003856
805,Zone 3,33,30,Married,5,22,Did not complete high school,No,Male,No,No,Yes,Plus service,No,288.0107067845193
806,Zone 3,72,66,Unmarried,26,67,High school degree,Yes,Female,No,No,Yes,Plus service,No,310.1791718593282
807,Zone 1,40,40,Married,3,73,College degree,No,Female,Yes,No,Yes,Plus service,Yes,263.90195567574114
808,Zone 2,29,26,Unmarried,1,22,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,146.0842799738418
809,Zone 3,63,67,Unmarried,22,9,High school degree,Yes,Male,No,No,Yes,Plus service,No,309.51063107340735
810,Zone 2,56,54,Unmarried,25,147,Some college,No,Female,No,Yes,No,E-service,No,302.15445137595555
811,Zone 3,60,50,Married,26,239,High school degree,No,Female,Yes,No,Yes,Total service,No,310.1439836995545
812,Zone 3,28,22,Married,3,23,Some college,No,Male,No,No,No,Basic service,No,229.39794481489403
813,Zone 2,39,39,Unmarried,19,29,College degree,No,Male,No,Yes,No,E-service,No,268.21093243085267
814,Zone 3,65,39,Married,18,32,High school degree,No,Male,No,No,Yes,Plus service,No,304.6105329039673
815,Zone 3,29,31,Unmarried,7,30,Some college,No,Female,No,No,Yes,Plus service,No,269.4895303951014
816,Zone 3,28,36,Unmarried,8,57,High school degree,No,Female,No,No,Yes,Plus service,No,281.4760581046646
817,Zone 1,2,18,Unmarried,0,20,High school degree,No,Male,No,No,Yes,Plus service,Yes,229.70786484728796
818,Zone 3,67,52,Unmarried,13,248,High school degree,No,Female,No,No,Yes,Plus service,No,304.6892704941413
819,Zone 3,5,35,Married,9,59,Some college,No,Female,No,Yes,No,Total service,No,285.8397506288474
820,Zone 3,48,35,Unmarried,10,24,High school degree,No,Male,No,No,Yes,Plus service,No,283.577074273287
821,Zone 2,10,26,Married,4,25,Did not complete high school,No,Female,No,No,No,Basic service,No,234.77723969606024
822,Zone 2,17,28,Unmarried,3,37,Some college,No,Female,No,No,Yes,Plus service,Yes,247.99632054637559
823,Zone 1,21,24,Married,0,30,College degree,No,Female,Yes,Yes,Yes,Total service,No,182.36887086243527
824,Zone 2,25,51,Unmarried,9,66,College degree,No,Male,Yes,Yes,Yes,Total service,No,241.5529756967192
825,Zone 3,44,31,Unmarried,8,16,Did not complete high school,No,Male,No,No,No,Basic service,Yes,238.88145612099623
826,Zone 2,59,49,Unmarried,28,429,College degree,No,Female,No,No,Yes,Total service,Yes,309.4710369745032
827,Zone 2,11,26,Unmarried,7,20,High school degree,No,Male,No,No,No,Basic service,No,210.8388459574644
828,Zone 2,50,68,Married,32,262,Some college,No,Male,No,Yes,Yes,Plus service,No,310.5420113064814
829,Zone 3,23,25,Married,2,28,Some college,No,Female,No,No,No,E-service,No,284.8848353489077
830,Zone 1,17,19,Unmarried,0,18,High school degree,No,Female,No,Yes,No,E-service,Yes,196.49879932589815
831,Zone 1,15,62,Married,3,144,Some college,No,Male,Yes,No,Yes,Plus service,No,300.9191899953331
832,Zone 2,68,57,Married,38,33,Did not complete high school,No,Female,No,No,No,E-service,No,311.6197655625398
833,Zone 1,69,42,Married,23,19,Some college,No,Female,No,Yes,No,Basic service,No,266.30831731911917
834,Zone 1,30,24,Married,3,30,Did not complete high school,No,Female,No,No,No,Basic service,Yes,234.52411925258446
835,Zone 3,22,30,Unmarried,8,41,High school degree,No,Male,Yes,No,No,Plus service,No,263.92170234908326
836,Zone 2,10,20,Married,1,20,High school degree,No,Female,No,No,No,Basic service,Yes,207.25831474592752
837,Zone 1,72,59,Married,12,65,Some college,No,Female,No,No,No,E-service,No,309.6010415490666
838,Zone 2,34,24,Married,5,17,College degree,No,Female,No,No,No,Plus service,No,264.85543169509003
839,Zone 2,43,49,Married,18,66,Did not complete high school,No,Male,No,No,No,Plus service,No,308.80615913660984
840,Zone 3,31,37,Married,15,18,College degree,No,Male,Yes,Yes,Yes,Total service,No,260.7133167525166
841,Zone 2,6,27,Married,5,26,College degree,No,Male,No,No,No,Basic service,Yes,217.80488649189638
842,Zone 2,48,42,Unmarried,21,46,College degree,No,Male,No,No,Yes,Plus service,No,291.8546442507303
843,Zone 2,50,25,Unmarried,6,19,Did not complete high school,No,Male,No,No,No,Basic service,No,209.43226856895606
844,Zone 3,20,41,Married,19,58,High school degree,No,Female,No,No,No,E-service,No,308.48632107460634
845,Zone 3,61,73,Unmarried,10,25,Did not complete high school,Yes,Male,No,No,No,Basic service,No,299.4009701786847
846,Zone 2,6,21,Unmarried,0,15,High school degree,No,Female,No,No,No,Basic service,No,170.3961826988447
847,Zone 2,1,22,Unmarried,2,35,High school degree,No,Male,No,Yes,No,Basic service,Yes,125.24538441851197
848,Zone 1,21,43,Unmarried,13,41,High school degree,No,Female,Yes,Yes,Yes,Total service,Yes,255.50929163123698
849,Zone 3,7,32,Unmarried,1,71,College degree,No,Male,No,Yes,Yes,Total service,No,216.007454085723
850,Zone 3,65,56,Married,19,608,Some college,No,Female,Yes,No,Yes,Total service,No,311.0827575067418
851,Zone 1,64,37,Unmarried,10,44,College degree,No,Female,Yes,No,Yes,E-service,No,255.7254229143287
852,Zone 3,4,30,Unmarried,0,41,High school degree,No,Male,No,No,Yes,Plus service,Yes,258.4664071437373
853,Zone 1,67,45,Married,22,83,Some college,No,Female,No,No,Yes,E-service,No,308.5062971622941
854,Zone 2,22,35,Unmarried,12,28,High school degree,No,Male,No,Yes,No,E-service,Yes,262.5902485111143
855,Zone 3,51,37,Married,17,101,High school degree,No,Female,No,No,Yes,Plus service,No,303.8093132932581
856,Zone 1,50,28,Unmarried,6,28,Did not complete high school,No,Female,No,No,Yes,Plus service,No,265.15296904380926
857,Zone 1,31,47,Married,18,35,High school degree,No,Male,No,No,No,Basic service,No,295.89784087752844
858,Zone 3,4,28,Unmarried,0,39,High school degree,No,Female,No,No,Yes,Plus service,Yes,251.76697552212133
859,Zone 3,60,56,Unmarried,19,51,College degree,No,Male,Yes,Yes,Yes,Total service,No,278.3029832738779
860,Zone 3,7,31,Married,12,31,High school degree,No,Female,No,No,No,Basic service,Yes,268.83798732887
861,Zone 3,20,40,Unmarried,2,209,College degree,No,Female,No,No,No,E-service,No,285.40040484374833
862,Zone 2,19,23,Married,4,37,Some college,No,Female,No,No,No,Plus service,Yes,275.2005070705031
863,Zone 3,58,37,Married,5,64,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,236.30526064952787
864,Zone 3,65,64,Unmarried,20,88,Some college,No,Female,Yes,Yes,Yes,Total service,Yes,296.0634887084428
865,Zone 3,72,61,Married,34,61,Did not complete high school,No,Male,No,No,No,E-service,No,311.7157037236336
866,Zone 3,8,42,Unmarried,3,66,Some college,No,Male,Yes,Yes,Yes,Total service,No,233.0081638414884
867,Zone 2,33,40,Married,14,19,Some college,No,Male,No,No,No,Basic service,No,278.57352322445286
868,Zone 3,18,34,Married,4,42,High school degree,No,Female,Yes,No,Yes,Total service,No,282.88142005588463
869,Zone 2,24,31,Married,6,41,High school degree,No,Male,No,No,Yes,Plus service,No,284.7105742096713
870,Zone 3,70,36,Unmarried,8,50,Did not complete high school,No,Female,No,No,No,E-service,No,293.5200107923439
871,Zone 1,7,38,Unmarried,4,70,College degree,No,Male,Yes,Yes,No,Total service,Yes,218.7793918010649
872,Zone 3,70,59,Unmarried,27,85,Did not complete high school,No,Female,No,No,Yes,Plus service,No,309.692453025097
873,Zone 2,20,48,Married,21,45,Some college,No,Female,Yes,No,Yes,Plus service,Yes,301.2731186487204
874,Zone 3,54,32,Married,12,27,Did not complete high school,No,Male,No,No,No,E-service,No,303.4031997741409
875,Zone 3,36,48,Unmarried,28,29,Did not complete high school,No,Male,No,No,No,Basic service,No,298.0691499145327
876,Zone 3,71,53,Married,29,48,College degree,No,Female,No,No,Yes,Plus service,No,309.317333638431
877,Zone 1,17,41,Unmarried,4,32,High school degree,No,Male,No,No,Yes,Plus service,No,280.0423683427517
878,Zone 1,18,45,Married,17,43,Did not complete high school,No,Male,No,No,Yes,Plus service,No,306.5154141032507
879,Zone 1,16,27,Unmarried,8,16,Post-undergraduate degree,No,Female,No,No,Yes,Total service,Yes,260.10025519407907
880,Zone 3,38,30,Married,6,22,High school degree,No,Female,No,Yes,No,E-service,No,268.57660713865516
881,Zone 1,52,45,Married,19,40,Some college,No,Female,Yes,Yes,Yes,Total service,No,287.3102758110678
882,Zone 1,46,48,Married,12,256,Some college,No,Male,Yes,Yes,Yes,Total service,No,291.83415273304985
883,Zone 2,31,46,Unmarried,23,144,College degree,No,Male,No,Yes,Yes,Plus service,No,277.8262428991245
884,Zone 2,23,31,Unmarried,10,45,College degree,No,Male,No,Yes,No,E-service,No,232.41699291122188
885,Zone 2,38,56,Married,34,34,High school degree,No,Female,No,Yes,Yes,Plus service,No,307.3192615042113
886,Zone 2,50,54,Unmarried,15,248,Some college,No,Female,No,No,Yes,Plus service,No,304.21498338858373
887,Zone 2,16,49,Unmarried,17,41,High school degree,No,Male,Yes,Yes,Yes,Total service,No,271.6559285353967
888,Zone 2,14,34,Married,4,27,College degree,No,Female,Yes,Yes,Yes,Total service,No,212.76375170266328
889,Zone 2,30,52,Unmarried,23,17,Some college,No,Female,No,Yes,No,E-service,Yes,295.85485414167783
890,Zone 3,22,47,Married,0,44,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,241.82712328006733
891,Zone 1,38,55,Married,12,135,High school degree,No,Male,Yes,Yes,Yes,Total service,No,294.5021138959097
892,Zone 3,59,26,Married,3,41,College degree,No,Female,No,Yes,No,E-service,Yes,237.81176118061853
893,Zone 2,54,55,Unmarried,1,587,Some college,No,Male,Yes,No,Yes,Plus service,No,296.03340883988756
894,Zone 3,9,40,Unmarried,13,38,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,232.79310964317372
895,Zone 1,67,67,Married,38,49,High school degree,No,Female,No,Yes,No,E-service,No,311.255586419196
896,Zone 2,24,44,Unmarried,19,33,Some college,No,Female,No,No,No,Basic service,No,272.54141747821956
897,Zone 2,12,55,Married,13,36,Did not complete high school,No,Female,No,Yes,No,E-service,Yes,300.92288761375175
898,Zone 1,26,47,Unmarried,13,54,Some college,No,Male,Yes,Yes,No,E-service,No,267.0925694580471
899,Zone 2,3,32,Unmarried,4,58,High school degree,No,Male,Yes,No,Yes,Total service,Yes,255.9427153292339
900,Zone 2,20,46,Unmarried,2,23,Post-undergraduate degree,No,Female,Yes,Yes,Yes,Total service,No,198.58248325855826
901,Zone 3,5,52,Married,0,97,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service,Yes,256.84216619530156
902,Zone 3,58,53,Unmarried,19,207,Some college,No,Female,Yes,Yes,Yes,Total service,Yes,289.974316487904
903,Zone 1,54,28,Married,2,21,Some college,No,Male,No,No,No,Basic service,No,236.24284410499536
904,Zone 2,52,39,Unmarried,6,119,Some college,No,Female,No,No,No,Basic service,No,240.2594209045841
905,Zone 2,38,30,Married,10,25,Did not complete high school,No,Female,No,No,No,Basic service,No,258.02804750335577
906,Zone 2,19,46,Unmarried,5,59,Some college,No,Male,No,No,No,Basic service,No,249.71295495700275
907,Zone 2,22,33,Married,2,24,Did not complete high school,No,Male,No,No,No,Basic service,No,247.04711688831247
908,Zone 1,49,35,Married,15,113,College degree,No,Male,No,No,No,E-service,No,302.302317063251
909,Zone 3,5,39,Unmarried,0,22,Did not complete high school,No,Female,No,No,Yes,Plus service,No,271.9408462154511
910,Zone 2,18,69,Unmarried,28,11,Did not complete high school,Yes,Male,No,No,No,Basic service,No,306.03815729833724
911,Zone 3,43,29,Unmarried,4,33,Did not complete high school,No,Female,No,No,Yes,Plus service,No,265.2931027556901
912,Zone 3,17,50,Unmarried,2,205,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service,Yes,239.9383782327249
913,Zone 2,37,33,Unmarried,4,41,Some college,No,Female,No,No,No,E-service,Yes,275.98070556526994
914,Zone 2,8,39,Unmarried,0,39,Did not complete high school,No,Female,No,No,No,Basic service,No,222.3868862450851
915,Zone 2,51,46,Married,8,107,High school degree,No,Female,No,No,Yes,Plus service,No,300.34517542754935
916,Zone 1,71,55,Married,11,198,Did not complete high school,No,Female,Yes,No,Yes,Plus service,No,304.370959448012
917,Zone 1,56,53,Married,23,100,Post-undergraduate degree,No,Female,Yes,Yes,No,E-service,No,294.9236333722963
918,Zone 3,70,68,Unmarried,21,1131,High school degree,No,Male,No,No,Yes,Plus service,No,311.8005071150039
919,Zone 1,62,53,Unmarried,14,360,Some college,No,Female,No,No,Yes,Plus service,No,306.20795346619366
920,Zone 1,50,52,Married,22,162,High school degree,No,Female,Yes,No,Yes,Total service,No,308.98413342857964
921,Zone 3,1,31,Unmarried,3,29,Post-undergraduate degree,No,Female,No,Yes,No,Basic service,Yes,130.68171435868476
922,Zone 3,15,26,Unmarried,1,38,College degree,No,Male,Yes,Yes,Yes,Total service,Yes,163.5573018696544
923,Zone 3,72,55,Married,24,82,Some college,No,Female,No,No,No,E-service,No,310.98249139014894
924,Zone 2,69,47,Married,10,159,High school degree,No,Male,No,No,Yes,Plus service,Yes,304.0236845097072
925,Zone 2,32,44,Unmarried,10,201,High school degree,No,Male,No,No,Yes,Plus service,No,295.1531006109203
926,Zone 1,19,25,Married,6,27,College degree,No,Female,Yes,No,Yes,Plus service,Yes,239.43588363673658
927,Zone 2,42,54,Unmarried,19,57,Some college,No,Female,Yes,Yes,No,Total service,No,286.1387808395817
928,Zone 3,51,49,Unmarried,29,45,Did not complete high school,No,Male,No,No,No,Basic service,No,299.9465145595408
929,Zone 2,32,22,Married,2,17,High school degree,No,Female,Yes,No,Yes,Plus service,Yes,235.33059304613352
930,Zone 3,26,55,Married,13,61,Did not complete high school,No,Male,No,No,Yes,Plus service,No,308.3333286808225
931,Zone 2,39,44,Married,14,418,College degree,No,Male,Yes,No,Yes,Total service,No,303.46177941021705
932,Zone 2,72,53,Unmarried,12,152,High school degree,No,Female,No,Yes,Yes,Total service,No,288.7118238896811
933,Zone 2,4,39,Unmarried,11,38,College degree,No,Male,Yes,Yes,Yes,Total service,Yes,218.09978457243048
934,Zone 2,54,50,Married,5,151,College degree,No,Male,No,No,Yes,Plus service,No,296.3662573994805
935,Zone 1,34,40,Married,21,23,College degree,No,Female,No,Yes,Yes,Total service,No,289.1436404419177
936,Zone 1,20,25,Married,4,33,College degree,No,Female,No,Yes,Yes,Basic service,No,138.05214235814913
937,Zone 3,14,49,Unmarried,4,26,Did not complete high school,No,Male,No,No,No,Basic service,No,263.7288890474216
938,Zone 1,61,59,Unmarried,26,89,Did not complete high school,Yes,Female,No,No,No,Plus service,No,310.21195987398005
939,Zone 2,4,24,Unmarried,2,25,College degree,No,Male,Yes,Yes,No,Basic service,Yes,77.5487064286702
940,Zone 3,16,48,Unmarried,25,59,High school degree,No,Male,No,No,Yes,Plus service,Yes,306.4786867445896
941,Zone 1,13,41,Unmarried,9,55,High school degree,No,Female,No,No,No,Basic service,No,254.88683075690068
942,Zone 2,53,37,Married,18,25,Some college,No,Female,No,Yes,No,E-service,Yes,289.6874611347453
943,Zone 2,58,36,Married,13,39,High school degree,No,Female,Yes,Yes,Yes,Total service,Yes,262.2882424490577
944,Zone 2,25,38,Married,19,56,Did not complete high school,No,Female,Yes,No,No,Plus service,No,299.5734253210935
945,Zone 1,71,61,Married,19,155,Some college,No,Male,No,No,Yes,Plus service,No,310.35756375739754
946,Zone 1,22,33,Married,13,119,Post-undergraduate degree,No,Female,Yes,Yes,No,Total service,Yes,260.1262412204439
947,Zone 1,46,48,Married,15,64,Some college,No,Male,No,No,Yes,Plus service,No,305.93741378022946
948,Zone 3,66,50,Married,2,333,Post-undergraduate degree,No,Male,No,Yes,No,E-service,No,291.524896989302
949,Zone 1,69,58,Married,29,26,High school degree,No,Female,Yes,Yes,Yes,Total service,No,305.1781983898055
950,Zone 2,38,49,Married,3,33,College degree,No,Male,No,Yes,No,E-service,No,273.08523068508396
951,Zone 3,16,35,Unmarried,7,46,Some college,No,Male,No,No,No,Basic service,No,240.71340703134558
952,Zone 3,44,39,Married,8,41,High school degree,No,Male,Yes,Yes,Yes,Total service,No,266.55541760480764
953,Zone 1,50,50,Unmarried,24,31,Did not complete high school,No,Male,No,No,Yes,Plus service,No,306.41374453543233
954,Zone 3,10,23,Unmarried,1,29,College degree,No,Female,Yes,Yes,Yes,Total service,No,150.60449688704108
955,Zone 2,7,41,Unmarried,6,94,High school degree,No,Male,Yes,No,Yes,Total service,No,276.650673246657
956,Zone 3,71,48,Unmarried,25,288,Some college,No,Male,No,No,Yes,Basic service,No,296.68188184324566
957,Zone 3,16,39,Married,5,31,Did not complete high school,No,Female,No,No,No,Basic service,No,269.83001587078274
958,Zone 3,6,20,Unmarried,0,25,High school degree,No,Female,No,No,Yes,Plus service,No,234.32255729449327
959,Zone 2,46,55,Unmarried,24,269,High school degree,No,Male,No,No,Yes,Plus service,No,308.94096982758987
960,Zone 3,51,49,Married,13,203,Some college,No,Male,Yes,No,Yes,Plus service,No,302.96721805451716
961,Zone 3,5,34,Unmarried,12,22,High school degree,No,Male,Yes,No,Yes,Basic service,Yes,210.1142936743437
962,Zone 2,49,54,Married,23,25,High school degree,No,Female,No,No,No,Basic service,No,301.335729563342
963,Zone 3,49,51,Married,14,222,Post-undergraduate degree,No,Male,No,Yes,No,E-service,No,300.2405557484381
964,Zone 1,26,30,Married,4,76,Some college,No,Male,No,No,No,Basic service,No,250.34000930475995
965,Zone 3,22,39,Unmarried,4,55,High school degree,No,Female,Yes,Yes,Yes,Total service,Yes,227.64535511050354
966,Zone 3,51,45,Married,4,46,Some college,No,Male,Yes,Yes,Yes,Total service,No,266.0293336384778
967,Zone 1,19,27,Married,7,56,College degree,No,Male,Yes,Yes,Yes,Total service,Yes,219.1887081012187
968,Zone 1,9,36,Unmarried,1,79,Some college,No,Female,Yes,No,Yes,Plus service,Yes,241.74817743332656
969,Zone 3,15,25,Married,0,51,Some college,No,Female,No,No,No,Basic service,No,226.4838297497585
970,Zone 2,57,63,Unmarried,19,61,Did not complete high school,No,Male,No,No,Yes,Plus service,No,307.74365074370263
971,Zone 3,48,45,Unmarried,15,41,Did not complete high school,No,Female,No,No,No,Basic service,No,277.62607098252823
972,Zone 2,9,53,Married,20,50,High school degree,No,Female,No,No,No,Basic service,Yes,299.1088856564139
973,Zone 1,61,52,Unmarried,21,82,Did not complete high school,No,Male,No,No,Yes,Plus service,No,306.4980703123474
974,Zone 3,72,53,Unmarried,34,108,Did not complete high school,No,Male,No,No,Yes,Plus service,No,310.37480803158877
975,Zone 3,57,60,Unmarried,20,14,High school degree,Yes,Female,No,No,Yes,Plus service,No,307.2489365831763
976,Zone 2,57,51,Unmarried,10,46,Did not complete high school,No,Male,No,Yes,No,E-service,No,284.75161318687765
977,Zone 1,37,60,Married,0,46,Did not complete high school,No,Male,No,No,Yes,Plus service,No,303.9762889638046
978,Zone 3,45,51,Unmarried,13,146,College degree,No,Male,No,No,No,Basic service,No,274.9715424319356
979,Zone 3,45,39,Married,15,36,Did not complete high school,No,Female,No,Yes,No,Basic service,No,252.2163560760232
980,Zone 2,55,44,Unmarried,24,83,Did not complete high school,No,Female,No,No,Yes,Plus service,No,303.2473162210524
981,Zone 2,24,27,Unmarried,2,17,Some college,No,Male,Yes,No,No,E-service,Yes,238.97504402847332
982,Zone 3,1,20,Unmarried,1,18,Some college,No,Male,Yes,Yes,No,Basic service,Yes,92.26643065235494
983,Zone 2,34,23,Married,3,24,Did not complete high school,No,Female,No,No,Yes,Plus service,No,268.1376713028013
984,Zone 3,14,37,Married,5,48,Some college,No,Female,No,No,No,Basic service,No,262.87358913894
985,Zone 3,6,32,Unmarried,10,47,Did not complete high school,No,Male,No,No,Yes,Plus service,No,283.2870040943064
986,Zone 3,24,30,Unmarried,0,25,College degree,No,Male,Yes,Yes,Yes,Total service,Yes,169.15334908777135
987,Zone 2,3,26,Married,6,59,College degree,No,Female,Yes,No,Yes,Total service,Yes,254.70406595816073
988,Zone 1,4,30,Unmarried,1,45,College degree,No,Male,Yes,Yes,Yes,Total service,Yes,170.92714436007145
989,Zone 1,72,40,Married,19,163,College degree,No,Male,No,No,No,E-service,No,307.0120558180819
990,Zone 1,44,56,Unmarried,4,63,High school degree,No,Female,No,No,No,Plus service,Yes,299.1549092528537
991,Zone 1,50,43,Unmarried,6,27,Some college,No,Male,No,No,Yes,Plus service,No,283.70010023824824
992,Zone 2,61,50,Married,16,190,High school degree,No,Female,No,Yes,Yes,E-service,No,299.56280085464573
993,Zone 1,34,52,Married,2,106,High school degree,No,Male,No,Yes,Yes,Plus service,No,282.324422949809
994,Zone 3,26,54,Married,30,26,Some college,No,Female,No,No,Yes,Total service,Yes,311.1233956488017
995,Zone 1,15,46,Married,17,63,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service,Yes,277.39934396297775
996,Zone 3,10,39,Unmarried,0,27,Some college,No,Female,No,No,No,Basic service,No,224.30567817674344
997,Zone 1,7,34,Unmarried,2,22,Post-undergraduate degree,No,Female,No,No,No,Basic service,No,191.48419807119603
998,Zone 3,67,59,Unmarried,40,944,Post-undergraduate degree,No,Female,Yes,Yes,Yes,Total service,No,310.9461095797132
999,Zone 3,70,49,Unmarried,18,87,High school degree,No,Female,Yes,No,Yes,Plus service,No,295.25203281643195
1000,Zone 3,50,36,Married,7,39,Some college,No,Female,No,Yes,No,E-service,Yes,278.0909748030795
